site,data_type,trend,h
Site_683,avg_level,decreasing,True
Site_683,min_level,decreasing,True
Site_684,avg_level,decreasing,True
Site_684,min_level,decreasing,True
Site_685,avg_level,decreasing,True
Site_685,min_level,decreasing,True
Site_686,avg_level,decreasing,True
Site_686,min_level,decreasing,True
Site_687,avg_level,decreasing,True
Site_687,min_level,decreasing,True
Site_688,avg_level,decreasing,True
Site_688,min_level,decreasing,True
Site_689,avg_level,decreasing,True
Site_689,min_level,decreasing,True
Site_690,avg_level,decreasing,True
Site_690,min_level,decreasing,True
Site_691,avg_level,decreasing,True
Site_691,min_level,decreasing,True
Site_692,avg_level,decreasing,True
Site_692,min_level,decreasing,True
Site_693,avg_level,decreasing,True
Site_693,min_level,decreasing,True
Site_694,avg_level,decreasing,True
Site_694,min_level,decreasing,True
Site_695,avg_level,decreasing,True
Site_695,min_level,decreasing,True
Site_696,avg_level,decreasing,True
Site_696,min_level,decreasing,True
Site_697,avg_level,decreasing,True
Site_697,min_level,decreasing,True
Site_698,avg_level,decreasing,True
Site_698,min_level,decreasing,True
Site_699,avg_level,decreasing,True
Site_699,min_level,decreasing,True
Site_700,avg_level,decreasing,True
Site_700,min_level,decreasing,True
Site_701,avg_level,decreasing,True
Site_701,min_level,decreasing,True
Site_702,avg_level,decreasing,True
Site_702,min_level,decreasing,True
Site_703,avg_level,decreasing,True
Site_703,min_level,decreasing,True
Site_704,avg_level,decreasing,True
Site_704,min_level,decreasing,True
Site_705,avg_level,decreasing,True
Site_705,min_level,decreasing,True
Site_706,avg_level,decreasing,True
Site_706,min_level,decreasing,True
Site_707,avg_level,decreasing,True
Site_707,min_level,decreasing,True
Site_708,avg_level,decreasing,True
Site_708,min_level,decreasing,True
Site_709,avg_level,decreasing,True
Site_709,min_level,decreasing,True
Site_710,avg_level,decreasing,True
Site_710,min_level,decreasing,True
Site_711,avg_level,decreasing,True
Site_711,min_level,decreasing,True
Site_712,avg_level,decreasing,True
Site_712,min_level,decreasing,True
Site_713,avg_level,decreasing,True
Site_713,min_level,decreasing,True
Site_714,avg_level,decreasing,True
Site_714,min_level,decreasing,True
Site_715,avg_level,decreasing,True
Site_715,min_level,decreasing,True
Site_716,avg_level,decreasing,True
Site_716,min_level,decreasing,True
Site_717,avg_level,decreasing,True
Site_717,min_level,decreasing,True
Site_718,avg_level,decreasing,True
Site_718,min_level,decreasing,True
Site_719,avg_level,decreasing,True
Site_719,min_level,decreasing,True
Site_720,avg_level,decreasing,True
Site_720,min_level,decreasing,True
Site_721,avg_level,decreasing,True
Site_721,min_level,decreasing,True
Site_722,avg_level,decreasing,True
Site_722,min_level,decreasing,True
Site_723,avg_level,decreasing,True
Site_723,min_level,decreasing,True
Site_724,avg_level,decreasing,True
Site_724,min_level,decreasing,True
Site_725,avg_level,decreasing,True
Site_725,min_level,decreasing,True
Site_726,avg_level,decreasing,True
Site_726,min_level,decreasing,True
Site_727,avg_level,decreasing,True
Site_727,min_level,decreasing,True
Site_728,avg_level,decreasing,True
Site_728,min_level,decreasing,True
Site_729,avg_level,decreasing,True
Site_729,min_level,decreasing,True
Site_730,avg_level,decreasing,True
Site_730,min_level,decreasing,True
Site_731,avg_level,decreasing,True
Site_731,min_level,decreasing,True
Site_732,avg_level,decreasing,True
Site_732,min_level,decreasing,True
Site_733,avg_level,decreasing,True
Site_733,min_level,decreasing,True
Site_734,avg_level,decreasing,True
Site_734,min_level,decreasing,True
Site_735,avg_level,decreasing,True
Site_735,min_level,decreasing,True
Site_736,avg_level,decreasing,True
Site_736,min_level,decreasing,True
Site_737,avg_level,decreasing,True
Site_737,min_level,decreasing,True
Site_738,avg_level,decreasing,True
Site_738,min_level,decreasing,True
Site_739,avg_level,decreasing,True
Site_739,min_level,decreasing,True
Site_740,avg_level,decreasing,True
Site_740,min_level,decreasing,True
Site_741,avg_level,decreasing,True
Site_741,min_level,decreasing,True
Site_742,avg_level,decreasing,True
Site_742,min_level,decreasing,True
Site_743,avg_level,decreasing,True
Site_743,min_level,decreasing,True
Site_744,avg_level,decreasing,True
Site_744,min_level,decreasing,True
Site_745,avg_level,decreasing,True
Site_745,min_level,decreasing,True
Site_746,avg_level,decreasing,True
Site_746,min_level,decreasing,True
Site_747,avg_level,decreasing,True
Site_747,min_level,decreasing,True
Site_748,avg_level,decreasing,True
Site_748,min_level,decreasing,True
Site_749,avg_level,decreasing,True
Site_749,min_level,decreasing,True
Site_750,avg_level,decreasing,True
Site_750,min_level,decreasing,True
Site_751,avg_level,decreasing,True
Site_751,min_level,decreasing,True
Site_752,avg_level,decreasing,True
Site_752,min_level,decreasing,True
Site_753,avg_level,decreasing,True
Site_753,min_level,decreasing,True
Site_754,avg_level,decreasing,True
Site_754,min_level,decreasing,True
Site_755,avg_level,decreasing,True
Site_755,min_level,decreasing,True
Site_756,avg_level,decreasing,True
Site_756,min_level,decreasing,True
Site_757,avg_level,decreasing,True
Site_757,min_level,decreasing,True
Site_758,avg_level,decreasing,True
Site_758,min_level,decreasing,True
Site_759,avg_level,decreasing,True
Site_759,min_level,decreasing,True
Site_760,avg_level,decreasing,True
Site_760,min_level,decreasing,True
Site_761,avg_level,decreasing,True
Site_761,min_level,decreasing,True
Site_762,avg_level,decreasing,True
Site_762,min_level,decreasing,True
Site_763,avg_level,decreasing,True
Site_763,min_level,decreasing,True
Site_764,avg_level,decreasing,True
Site_764,min_level,decreasing,True
Site_765,avg_level,decreasing,True
Site_765,min_level,decreasing,True
Site_766,avg_level,decreasing,True
Site_766,min_level,decreasing,True
Site_767,avg_level,decreasing,True
Site_767,min_level,decreasing,True
Site_768,avg_level,decreasing,True
Site_768,min_level,decreasing,True
Site_769,avg_level,decreasing,True
Site_769,min_level,decreasing,True
Site_770,avg_level,decreasing,True
Site_770,min_level,decreasing,True
Site_771,avg_level,decreasing,True
Site_771,min_level,decreasing,True
Site_772,avg_level,decreasing,True
Site_772,min_level,decreasing,True
Site_773,avg_level,decreasing,True
Site_773,min_level,decreasing,True
Site_774,avg_level,decreasing,True
Site_774,min_level,decreasing,True
Site_775,avg_level,decreasing,True
Site_775,min_level,decreasing,True
Site_776,avg_level,decreasing,True
Site_776,min_level,decreasing,True
Site_777,avg_level,decreasing,True
Site_777,min_level,decreasing,True
Site_778,avg_level,decreasing,True
Site_778,min_level,decreasing,True
Site_779,avg_level,decreasing,True
Site_779,min_level,decreasing,True
Site_780,avg_level,decreasing,True
Site_780,min_level,decreasing,True
Site_781,avg_level,decreasing,True
Site_781,min_level,decreasing,True
Site_782,avg_level,decreasing,True
Site_782,min_level,decreasing,True
Site_783,avg_level,decreasing,True
Site_783,min_level,decreasing,True
Site_784,avg_level,decreasing,True
Site_784,min_level,decreasing,True
Site_785,avg_level,decreasing,True
Site_785,min_level,decreasing,True
Site_786,avg_level,decreasing,True
Site_786,min_level,decreasing,True
Site_787,avg_level,decreasing,True
Site_787,min_level,decreasing,True
Site_788,avg_level,decreasing,True
Site_788,min_level,decreasing,True
Site_789,avg_level,decreasing,True
Site_789,min_level,decreasing,True
Site_790,avg_level,decreasing,True
Site_790,min_level,decreasing,True
Site_791,avg_level,decreasing,True
Site_791,min_level,decreasing,True
Site_792,avg_level,decreasing,True
Site_792,min_level,decreasing,True
Site_793,avg_level,decreasing,True
Site_793,min_level,decreasing,True
Site_794,avg_level,decreasing,True
Site_794,min_level,decreasing,True
Site_795,avg_level,decreasing,True
Site_795,min_level,decreasing,True
Site_796,avg_level,decreasing,True
Site_796,min_level,decreasing,True
Site_797,avg_level,decreasing,True
Site_797,min_level,decreasing,True
Site_798,avg_level,decreasing,True
Site_798,min_level,decreasing,True
Site_799,avg_level,decreasing,True
Site_799,min_level,decreasing,True
Site_800,avg_level,decreasing,True
Site_800,min_level,decreasing,True
Site_801,avg_level,decreasing,True
Site_801,min_level,decreasing,True
Site_802,avg_level,decreasing,True
Site_802,min_level,decreasing,True
Site_803,avg_level,decreasing,True
Site_803,min_level,decreasing,True
Site_804,avg_level,decreasing,True
Site_804,min_level,decreasing,True
Site_805,avg_level,decreasing,True
Site_805,min_level,decreasing,True
Site_806,avg_level,decreasing,True
Site_806,min_level,decreasing,True
Site_807,avg_level,decreasing,True
Site_807,min_level,decreasing,True
Site_808,avg_level,decreasing,True
Site_808,min_level,decreasing,True
Site_809,avg_level,decreasing,True
Site_809,min_level,decreasing,True
Site_810,avg_level,decreasing,True
Site_810,min_level,decreasing,True
Site_811,avg_level,decreasing,True
Site_811,min_level,decreasing,True
Site_812,avg_level,decreasing,True
Site_812,min_level,decreasing,True
Site_813,avg_level,decreasing,True
Site_813,min_level,decreasing,True
Site_814,avg_level,decreasing,True
Site_814,min_level,decreasing,True
Site_815,avg_level,decreasing,True
Site_815,min_level,decreasing,True
Site_816,avg_level,decreasing,True
Site_816,min_level,decreasing,True
Site_817,avg_level,decreasing,True
Site_817,min_level,decreasing,True
Site_818,avg_level,decreasing,True
Site_818,min_level,decreasing,True
Site_819,avg_level,decreasing,True
Site_819,min_level,decreasing,True
Site_820,avg_level,decreasing,True
Site_820,min_level,decreasing,True
Site_821,avg_level,decreasing,True
Site_821,min_level,decreasing,True
Site_822,avg_level,decreasing,True
Site_822,min_level,decreasing,True
Site_823,avg_level,decreasing,True
Site_823,min_level,decreasing,True
Site_824,avg_level,decreasing,True
Site_824,min_level,decreasing,True
Site_825,avg_level,decreasing,True
Site_825,min_level,decreasing,True
Site_826,avg_level,decreasing,True
Site_826,min_level,decreasing,True
Site_827,avg_level,decreasing,True
Site_827,min_level,decreasing,True
Site_828,avg_level,decreasing,True
Site_828,min_level,decreasing,True
Site_829,avg_level,decreasing,True
Site_829,min_level,decreasing,True
Site_830,avg_level,decreasing,True
Site_830,min_level,decreasing,True
Site_831,avg_level,decreasing,True
Site_831,min_level,decreasing,True
Site_832,avg_level,decreasing,True
Site_832,min_level,decreasing,True
Site_833,avg_level,decreasing,True
Site_833,min_level,decreasing,True
Site_834,avg_level,decreasing,True
Site_834,min_level,decreasing,True
Site_835,avg_level,decreasing,True
Site_835,min_level,decreasing,True
Site_836,avg_level,decreasing,True
Site_836,min_level,decreasing,True
Site_837,avg_level,decreasing,True
Site_837,min_level,decreasing,True
Site_838,avg_level,decreasing,True
Site_838,min_level,decreasing,True
Site_839,avg_level,decreasing,True
Site_839,min_level,decreasing,True
Site_840,avg_level,decreasing,True
Site_840,min_level,decreasing,True
Site_841,avg_level,decreasing,True
Site_841,min_level,decreasing,True
Site_842,avg_level,decreasing,True
Site_842,min_level,decreasing,True
Site_843,avg_level,decreasing,True
Site_843,min_level,decreasing,True
Site_844,avg_level,decreasing,True
Site_844,min_level,decreasing,True
Site_845,avg_level,decreasing,True
Site_845,min_level,decreasing,True
Site_846,avg_level,decreasing,True
Site_846,min_level,decreasing,True
Site_847,avg_level,decreasing,True
Site_847,min_level,decreasing,True
Site_848,avg_level,decreasing,True
Site_848,min_level,decreasing,True
Site_849,avg_level,decreasing,True
Site_849,min_level,decreasing,True
Site_850,avg_level,decreasing,True
Site_850,min_level,decreasing,True
Site_851,avg_level,decreasing,True
Site_851,min_level,decreasing,True
Site_852,avg_level,decreasing,True
Site_852,min_level,decreasing,True
Site_853,avg_level,decreasing,True
Site_853,min_level,decreasing,True
Site_854,avg_level,decreasing,True
Site_854,min_level,decreasing,True
Site_855,avg_level,decreasing,True
Site_855,min_level,decreasing,True
Site_856,avg_level,decreasing,True
Site_856,min_level,decreasing,True
Site_857,avg_level,decreasing,True
Site_857,min_level,decreasing,True
Site_858,avg_level,decreasing,True
Site_858,min_level,decreasing,True
Site_859,avg_level,decreasing,True
Site_859,min_level,decreasing,True
Site_860,avg_level,decreasing,True
Site_860,min_level,decreasing,True
Site_861,avg_level,decreasing,True
Site_861,min_level,decreasing,True
Site_862,avg_level,decreasing,True
Site_862,min_level,decreasing,True
Site_863,avg_level,decreasing,True
Site_863,min_level,decreasing,True
Site_864,avg_level,decreasing,True
Site_864,min_level,decreasing,True
Site_865,avg_level,decreasing,True
Site_865,min_level,decreasing,True
Site_866,avg_level,decreasing,True
Site_866,min_level,decreasing,True
Site_867,avg_level,decreasing,True
Site_867,min_level,decreasing,True
Site_868,avg_level,decreasing,True
Site_868,min_level,decreasing,True
Site_869,avg_level,decreasing,True
Site_869,min_level,decreasing,True
Site_870,avg_level,decreasing,True
Site_870,min_level,decreasing,True
Site_871,avg_level,decreasing,True
Site_871,min_level,decreasing,True
Site_872,avg_level,decreasing,True
Site_872,min_level,decreasing,True
Site_873,avg_level,decreasing,True
Site_873,min_level,decreasing,True
Site_874,avg_level,decreasing,True
Site_874,min_level,decreasing,True
Site_875,avg_level,decreasing,True
Site_875,min_level,decreasing,True
Site_876,avg_level,decreasing,True
Site_876,min_level,decreasing,True
Site_877,avg_level,decreasing,True
Site_877,min_level,decreasing,True
Site_878,avg_level,decreasing,True
Site_878,min_level,decreasing,True
Site_879,avg_level,decreasing,True
Site_879,min_level,decreasing,True
Site_880,avg_level,decreasing,True
Site_880,min_level,decreasing,True
Site_881,avg_level,decreasing,True
Site_881,min_level,decreasing,True
Site_882,avg_level,decreasing,True
Site_882,min_level,decreasing,True
Site_883,avg_level,decreasing,True
Site_883,min_level,decreasing,True
Site_884,avg_level,decreasing,True
Site_884,min_level,decreasing,True
Site_885,avg_level,decreasing,True
Site_885,min_level,decreasing,True
Site_886,avg_level,decreasing,True
Site_886,min_level,decreasing,True
Site_887,avg_level,decreasing,True
Site_887,min_level,decreasing,True
Site_888,avg_level,decreasing,True
Site_888,min_level,decreasing,True
Site_889,avg_level,decreasing,True
Site_889,min_level,decreasing,True
Site_890,avg_level,decreasing,True
Site_890,min_level,decreasing,True
Site_891,avg_level,decreasing,True
Site_891,min_level,decreasing,True
Site_892,avg_level,decreasing,True
Site_892,min_level,decreasing,True
Site_893,avg_level,decreasing,True
Site_893,min_level,decreasing,True
Site_894,avg_level,decreasing,True
Site_894,min_level,decreasing,True
Site_895,avg_level,decreasing,True
Site_895,min_level,decreasing,True
Site_896,avg_level,decreasing,True
Site_896,min_level,decreasing,True
Site_897,avg_level,decreasing,True
Site_897,min_level,decreasing,True
Site_898,avg_level,decreasing,True
Site_898,min_level,decreasing,True
Site_899,avg_level,decreasing,True
Site_899,min_level,decreasing,True
Site_900,avg_level,decreasing,True
Site_900,min_level,decreasing,True
Site_901,avg_level,decreasing,True
Site_901,min_level,decreasing,True
Site_902,avg_level,decreasing,True
Site_902,min_level,decreasing,True
Site_903,avg_level,decreasing,True
Site_903,min_level,decreasing,True
Site_904,avg_level,decreasing,True
Site_904,min_level,decreasing,True
Site_905,avg_level,decreasing,True
Site_905,min_level,decreasing,True
Site_906,avg_level,decreasing,True
Site_906,min_level,decreasing,True
Site_907,avg_level,decreasing,True
Site_907,min_level,decreasing,True
Site_908,avg_level,decreasing,True
Site_908,min_level,decreasing,True
Site_909,avg_level,decreasing,True
Site_909,min_level,decreasing,True
Site_910,avg_level,decreasing,True
Site_910,min_level,decreasing,True
Site_911,avg_level,decreasing,True
Site_911,min_level,decreasing,True
Site_912,avg_level,decreasing,True
Site_912,min_level,decreasing,True
Site_913,avg_level,decreasing,True
Site_913,min_level,decreasing,True
Site_914,avg_level,decreasing,True
Site_914,min_level,decreasing,True
Site_915,avg_level,decreasing,True
Site_915,min_level,decreasing,True
Site_916,avg_level,decreasing,True
Site_916,min_level,decreasing,True
Site_917,avg_level,decreasing,True
Site_917,min_level,decreasing,True
Site_918,avg_level,decreasing,True
Site_918,min_level,decreasing,True
Site_919,avg_level,decreasing,True
Site_919,min_level,decreasing,True
Site_920,avg_level,decreasing,True
Site_920,min_level,decreasing,True
Site_921,avg_level,decreasing,True
Site_921,min_level,decreasing,True
Site_922,avg_level,decreasing,True
Site_922,min_level,decreasing,True
Site_923,avg_level,decreasing,True
Site_923,min_level,decreasing,True
Site_924,avg_level,decreasing,True
Site_924,min_level,decreasing,True
Site_925,avg_level,decreasing,True
Site_925,min_level,decreasing,True
Site_926,avg_level,decreasing,True
Site_926,min_level,decreasing,True
Site_927,avg_level,decreasing,True
Site_927,min_level,decreasing,True
Site_928,avg_level,decreasing,True
Site_928,min_level,decreasing,True
Site_929,avg_level,decreasing,True
Site_929,min_level,decreasing,True
Site_930,avg_level,decreasing,True
Site_930,min_level,decreasing,True
Site_931,avg_level,decreasing,True
Site_931,min_level,decreasing,True
Site_932,avg_level,decreasing,True
Site_932,min_level,decreasing,True
Site_933,avg_level,decreasing,True
Site_933,min_level,decreasing,True
Site_934,avg_level,decreasing,True
Site_934,min_level,decreasing,True
Site_935,avg_level,decreasing,True
Site_935,min_level,decreasing,True
Site_936,avg_level,decreasing,True
Site_936,min_level,decreasing,True
Site_937,avg_level,decreasing,True
Site_937,min_level,decreasing,True
Site_938,avg_level,decreasing,True
Site_938,min_level,decreasing,True
Site_939,avg_level,decreasing,True
Site_939,min_level,decreasing,True
Site_940,avg_level,decreasing,True
Site_940,min_level,decreasing,True
Site_941,avg_level,decreasing,True
Site_941,min_level,decreasing,True
Site_942,avg_level,decreasing,True
Site_942,min_level,decreasing,True
Site_943,avg_level,decreasing,True
Site_943,min_level,decreasing,True
Site_944,avg_level,decreasing,True
Site_944,min_level,decreasing,True
Site_945,avg_level,decreasing,True
Site_945,min_level,decreasing,True
Site_946,avg_level,decreasing,True
Site_946,min_level,decreasing,True
Site_947,avg_level,decreasing,True
Site_947,min_level,decreasing,True
Site_948,avg_level,decreasing,True
Site_948,min_level,decreasing,True
Site_949,avg_level,decreasing,True
Site_949,min_level,decreasing,True
Site_950,avg_level,decreasing,True
Site_950,min_level,decreasing,True
Site_951,avg_level,decreasing,True
Site_951,min_level,decreasing,True
Site_952,avg_level,decreasing,True
Site_952,min_level,decreasing,True
Site_953,avg_level,decreasing,True
Site_953,min_level,decreasing,True
Site_954,avg_level,decreasing,True
Site_954,min_level,decreasing,True
Site_955,avg_level,decreasing,True
Site_955,min_level,decreasing,True
Site_956,avg_level,decreasing,True
Site_956,min_level,decreasing,True
Site_957,avg_level,decreasing,True
Site_957,min_level,decreasing,True
Site_958,avg_level,decreasing,True
Site_958,min_level,decreasing,True
Site_959,avg_level,decreasing,True
Site_959,min_level,decreasing,True
Site_960,avg_level,decreasing,True
Site_960,min_level,decreasing,True
Site_961,avg_level,decreasing,True
Site_961,min_level,decreasing,True
Site_962,avg_level,decreasing,True
Site_962,min_level,decreasing,True
Site_963,avg_level,decreasing,True
Site_963,min_level,decreasing,True
Site_964,avg_level,decreasing,True
Site_964,min_level,decreasing,True
Site_965,avg_level,decreasing,True
Site_965,min_level,decreasing,True
Site_966,avg_level,decreasing,True
Site_966,min_level,decreasing,True
Site_967,avg_level,decreasing,True
Site_967,min_level,decreasing,True
Site_968,avg_level,decreasing,True
Site_968,min_level,decreasing,True
Site_969,avg_level,decreasing,True
Site_969,min_level,decreasing,True
Site_970,avg_level,decreasing,True
Site_970,min_level,decreasing,True
Site_971,avg_level,decreasing,True
Site_971,min_level,decreasing,True
Site_972,avg_level,decreasing,True
Site_972,min_level,decreasing,True
Site_973,avg_level,decreasing,True
Site_973,min_level,decreasing,True
Site_974,avg_level,decreasing,True
Site_974,min_level,decreasing,True
Site_975,avg_level,decreasing,True
Site_975,min_level,decreasing,True
Site_976,avg_level,decreasing,True
Site_976,min_level,decreasing,True
Site_977,avg_level,decreasing,True
Site_977,min_level,decreasing,True
Site_978,avg_level,decreasing,True
Site_978,min_level,decreasing,True
Site_979,avg_level,decreasing,True
Site_979,min_level,decreasing,True
Site_980,avg_level,decreasing,True
Site_980,min_level,decreasing,True
Site_981,avg_level,decreasing,True
Site_981,min_level,decreasing,True
Site_982,avg_level,decreasing,True
Site_982,min_level,decreasing,True
Site_983,avg_level,decreasing,True
Site_983,min_level,decreasing,True
Site_984,avg_level,decreasing,True
Site_984,min_level,decreasing,True
Site_985,avg_level,decreasing,True
Site_985,min_level,decreasing,True
Site_986,avg_level,decreasing,True
Site_986,min_level,decreasing,True
Site_987,avg_level,decreasing,True
Site_987,min_level,decreasing,True
Site_988,avg_level,decreasing,True
Site_988,min_level,decreasing,True
Site_989,avg_level,decreasing,True
Site_989,min_level,decreasing,True
Site_990,avg_level,decreasing,True
Site_990,min_level,decreasing,True
Site_991,avg_level,decreasing,True
Site_991,min_level,decreasing,True
Site_992,avg_level,decreasing,True
Site_992,min_level,decreasing,True
Site_993,avg_level,decreasing,True
Site_993,min_level,decreasing,True
Site_994,avg_level,decreasing,True
Site_994,min_level,decreasing,True
Site_995,avg_level,decreasing,True
Site_995,min_level,decreasing,True
Site_996,avg_level,decreasing,True
Site_996,min_level,decreasing,True
Site_997,avg_level,decreasing,True
Site_997,min_level,decreasing,True
Site_998,avg_level,decreasing,True
Site_998,min_level,decreasing,True
Site_999,avg_level,decreasing,True
Site_999,min_level,decreasing,True
Site_1000,avg_level,decreasing,True
Site_1000,min_level,decreasing,True
Site_1001,avg_level,decreasing,True
Site_1001,min_level,decreasing,True
Site_1002,avg_level,decreasing,True
Site_1002,min_level,decreasing,True
Site_1003,avg_level,decreasing,True
Site_1003,min_level,decreasing,True
Site_1004,avg_level,decreasing,True
Site_1004,min_level,decreasing,True
Site_1005,avg_level,decreasing,True
Site_1005,min_level,decreasing,True
Site_1006,avg_level,decreasing,True
Site_1006,min_level,decreasing,True
Site_1007,avg_level,decreasing,True
Site_1007,min_level,decreasing,True
Site_1008,avg_level,decreasing,True
Site_1008,min_level,decreasing,True
Site_1009,avg_level,decreasing,True
Site_1009,min_level,decreasing,True
Site_1010,avg_level,decreasing,True
Site_1010,min_level,decreasing,True
Site_1011,avg_level,decreasing,True
Site_1011,min_level,decreasing,True
Site_1012,avg_level,decreasing,True
Site_1012,min_level,decreasing,True
Site_1013,avg_level,decreasing,True
Site_1013,min_level,decreasing,True
Site_1014,avg_level,decreasing,True
Site_1014,min_level,decreasing,True
Site_1015,avg_level,decreasing,True
Site_1015,min_level,decreasing,True
Site_1016,avg_level,decreasing,True
Site_1016,min_level,decreasing,True
Site_1017,avg_level,decreasing,True
Site_1017,min_level,decreasing,True
Site_1018,avg_level,decreasing,True
Site_1018,min_level,decreasing,True
Site_1019,avg_level,decreasing,True
Site_1019,min_level,decreasing,True
Site_1020,avg_level,decreasing,True
Site_1020,min_level,decreasing,True
Site_1021,avg_level,decreasing,True
Site_1021,min_level,decreasing,True
Site_1022,avg_level,decreasing,True
Site_1022,min_level,decreasing,True
Site_1023,avg_level,decreasing,True
Site_1023,min_level,decreasing,True
Site_1024,avg_level,decreasing,True
Site_1024,min_level,decreasing,True
Site_1025,avg_level,decreasing,True
Site_1025,min_level,decreasing,True
Site_1026,avg_level,decreasing,True
Site_1026,min_level,decreasing,True
Site_1027,avg_level,decreasing,True
Site_1027,min_level,decreasing,True
Site_1028,avg_level,decreasing,True
Site_1028,min_level,decreasing,True
Site_1029,avg_level,decreasing,True
Site_1029,min_level,decreasing,True
Site_1030,avg_level,decreasing,True
Site_1030,min_level,decreasing,True
Site_1031,avg_level,decreasing,True
Site_1031,min_level,decreasing,True
Site_1032,avg_level,decreasing,True
Site_1032,min_level,decreasing,True
Site_1033,avg_level,decreasing,True
Site_1033,min_level,decreasing,True
Site_1034,avg_level,decreasing,True
Site_1034,min_level,decreasing,True
Site_1035,avg_level,decreasing,True
Site_1035,min_level,decreasing,True
Site_1036,avg_level,decreasing,True
Site_1036,min_level,decreasing,True
Site_1037,avg_level,decreasing,True
Site_1037,min_level,decreasing,True
Site_1038,avg_level,decreasing,True
Site_1038,min_level,decreasing,True
Site_1039,avg_level,decreasing,True
Site_1039,min_level,decreasing,True
Site_1040,avg_level,decreasing,True
Site_1040,min_level,decreasing,True
Site_1041,avg_level,decreasing,True
Site_1041,min_level,decreasing,True
Site_1042,avg_level,decreasing,True
Site_1042,min_level,decreasing,True
Site_1043,avg_level,decreasing,True
Site_1043,min_level,decreasing,True
Site_1044,avg_level,decreasing,True
Site_1044,min_level,decreasing,True
Site_1045,avg_level,decreasing,True
Site_1045,min_level,decreasing,True
Site_1046,avg_level,decreasing,True
Site_1046,min_level,decreasing,True
Site_1047,avg_level,decreasing,True
Site_1047,min_level,decreasing,True
Site_1048,avg_level,decreasing,True
Site_1048,min_level,decreasing,True
Site_1049,avg_level,decreasing,True
Site_1049,min_level,decreasing,True
Site_1050,avg_level,decreasing,True
Site_1050,min_level,decreasing,True
Site_1051,avg_level,decreasing,True
Site_1051,min_level,decreasing,True
Site_1052,avg_level,decreasing,True
Site_1052,min_level,decreasing,True
Site_1053,avg_level,decreasing,True
Site_1053,min_level,decreasing,True
Site_1054,avg_level,decreasing,True
Site_1054,min_level,decreasing,True
Site_1055,avg_level,decreasing,True
Site_1055,min_level,decreasing,True
Site_1056,avg_level,decreasing,True
Site_1056,min_level,decreasing,True
Site_1057,avg_level,decreasing,True
Site_1057,min_level,decreasing,True
Site_1058,avg_level,decreasing,True
Site_1058,min_level,decreasing,True
Site_1059,avg_level,decreasing,True
Site_1059,min_level,decreasing,True
Site_1060,avg_level,decreasing,True
Site_1060,min_level,decreasing,True
Site_1061,avg_level,decreasing,True
Site_1061,min_level,decreasing,True
Site_1062,avg_level,decreasing,True
Site_1062,min_level,decreasing,True
Site_1063,avg_level,decreasing,True
Site_1063,min_level,decreasing,True
Site_1064,avg_level,decreasing,True
Site_1064,min_level,decreasing,True
Site_1065,avg_level,decreasing,True
Site_1065,min_level,decreasing,True
Site_1066,avg_level,decreasing,True
Site_1066,min_level,decreasing,True
Site_1067,avg_level,decreasing,True
Site_1067,min_level,decreasing,True
Site_1068,avg_level,decreasing,True
Site_1068,min_level,decreasing,True
Site_1069,avg_level,decreasing,True
Site_1069,min_level,decreasing,True
Site_1070,avg_level,decreasing,True
Site_1070,min_level,decreasing,True
Site_1071,avg_level,decreasing,True
Site_1071,min_level,decreasing,True
Site_1072,avg_level,decreasing,True
Site_1072,min_level,decreasing,True
Site_1073,avg_level,decreasing,True
Site_1073,min_level,decreasing,True
Site_1074,avg_level,decreasing,True
Site_1074,min_level,decreasing,True
Site_1075,avg_level,decreasing,True
Site_1075,min_level,decreasing,True
Site_1076,avg_level,decreasing,True
Site_1076,min_level,decreasing,True
Site_1077,avg_level,decreasing,True
Site_1077,min_level,decreasing,True
Site_1078,avg_level,decreasing,True
Site_1078,min_level,decreasing,True
Site_1079,avg_level,decreasing,True
Site_1079,min_level,decreasing,True
Site_1080,avg_level,decreasing,True
Site_1080,min_level,decreasing,True
Site_1081,avg_level,decreasing,True
Site_1081,min_level,decreasing,True
Site_1082,avg_level,decreasing,True
Site_1082,min_level,decreasing,True
Site_1083,avg_level,decreasing,True
Site_1083,min_level,decreasing,True
Site_1084,avg_level,decreasing,True
Site_1084,min_level,decreasing,True
Site_1085,avg_level,decreasing,True
Site_1085,min_level,decreasing,True
Site_1086,avg_level,decreasing,True
Site_1086,min_level,decreasing,True
Site_1087,avg_level,decreasing,True
Site_1087,min_level,decreasing,True
Site_1088,avg_level,decreasing,True
Site_1088,min_level,decreasing,True
Site_1089,avg_level,decreasing,True
Site_1089,min_level,decreasing,True
Site_1090,avg_level,decreasing,True
Site_1090,min_level,decreasing,True
Site_1091,avg_level,decreasing,True
Site_1091,min_level,decreasing,True
Site_1092,avg_level,decreasing,True
Site_1092,min_level,decreasing,True
Site_1093,avg_level,decreasing,True
Site_1093,min_level,decreasing,True
Site_1094,avg_level,decreasing,True
Site_1094,min_level,decreasing,True
Site_1095,avg_level,decreasing,True
Site_1095,min_level,decreasing,True
Site_1096,avg_level,decreasing,True
Site_1096,min_level,decreasing,True
Site_1097,avg_level,decreasing,True
Site_1097,min_level,decreasing,True
Site_1098,avg_level,decreasing,True
Site_1098,min_level,decreasing,True
Site_1099,avg_level,decreasing,True
Site_1099,min_level,decreasing,True
Site_1100,avg_level,decreasing,True
