site,slope_10_years,trend_10_years
Site_739,-0.4949928463221616,Stable
Site_740,-0.384542744886096,Stable
Site_741,-0.44673244548839297,Stable
Site_742,-0.3931642555302622,Stable
Site_743,-0.45455127424687,Stable
Site_744,-0.460189872088088,Stable
Site_745,-0.4262198213510275,Stable
Site_746,-0.3378996542441797,Stable
Site_747,-0.46206871390728654,Stable
Site_748,-0.3888241226698888,Stable
Site_749,-0.4247862996153591,Stable
Site_750,-0.29696122206711134,Stable
Site_751,-0.5166278372669626,Falling
Site_752,-0.40906953400163937,Stable
Site_753,-0.3586168596461569,Stable
Site_754,-0.3486611782781328,Stable
Site_755,-0.3427181881230888,Stable
Site_756,-0.38555918980246484,Stable
Site_757,-0.3624034756559988,Stable
Site_758,-0.3555665333169625,Stable
Site_759,-0.3946401785476731,Stable
Site_760,-0.3456335298353398,Stable
Site_761,-0.48127401085608795,Stable
Site_762,-0.4716537265567571,Stable
Site_763,-0.4121594052038561,Stable
Site_764,-0.4044338033267121,Stable
Site_765,-0.38683852494390847,Stable
Site_766,-0.4782479848839184,Stable
Site_767,-0.39916508701479964,Stable
Site_768,-0.4215505471725046,Stable
Site_769,-0.45614472450267807,Stable
Site_770,-0.4502518999484817,Stable
Site_771,-0.3364091112734071,Stable
Site_772,-0.4460906564930857,Stable
Site_773,-0.3626180973810869,Stable
Site_774,-0.40369650687908837,Stable
Site_775,-0.38850981075815605,Stable
Site_776,-0.4163095811823726,Stable
Site_777,-0.35190410844484327,Stable
Site_778,-0.38052972778690863,Stable
Site_779,-0.42959266433207227,Stable
Site_780,-0.4600819227415248,Stable
Site_781,-0.4334862463345383,Stable
Site_782,-0.4451211524856303,Stable
Site_783,-0.4458759025150951,Stable
Site_784,-0.4504549897298143,Stable
Site_785,-0.4146292686353474,Stable
Site_786,-0.36119818693337125,Stable
Site_787,-0.346570244623461,Stable
Site_788,-0.36229517511165366,Stable
Site_789,-0.3794053563043819,Stable
Site_790,-0.42062281798589046,Stable
Site_791,-0.38931414928502145,Stable
Site_792,-0.4305648912299528,Stable
Site_793,-0.46261791260674356,Stable
Site_794,-0.4365361986855434,Stable
Site_795,-0.3550106998264671,Stable
Site_796,-0.3077070966002789,Stable
Site_797,-0.39684399983294155,Stable
Site_798,-0.3664801804207355,Stable
Site_799,-0.4431695215989353,Stable
Site_800,-0.530393623766585,Falling
Site_801,-0.4500886233425815,Stable
Site_802,-0.3536550598428306,Stable
Site_803,-0.43873573029528407,Stable
Site_804,-0.2610489177412267,Stable
Site_805,-0.48467839519691874,Stable
Site_806,-0.39363095438480245,Stable
Site_807,-0.45415971969984864,Stable
Site_808,-0.3672251823381016,Stable
Site_809,-0.3745877216184947,Stable
Site_810,-0.3092998412965182,Stable
Site_811,-0.39554594932879866,Stable
Site_812,-0.40863665201547766,Stable
Site_813,-0.4138689595558858,Stable
Site_814,-0.35570984037265413,Stable
Site_815,-0.3846429261168313,Stable
Site_816,-0.4040018800156119,Stable
Site_817,-0.4868482736887772,Stable
Site_818,-0.4239558433620222,Stable
Site_819,-0.4142091107671128,Stable
Site_820,-0.34273792290859123,Stable
Site_821,-0.4628422292897583,Stable
Site_822,-0.5019679808846639,Falling
Site_823,-0.4811429906612822,Stable
Site_824,-0.44682064549523165,Stable
Site_825,-0.3992033517559162,Stable
Site_826,-0.39128522134323873,Stable
Site_827,-0.3538694670525785,Stable
Site_828,-0.5404977466389213,Falling
Site_829,-0.4872853263862157,Stable
Site_830,-0.4362239433375378,Stable
Site_831,-0.48584770987404585,Stable
Site_832,-0.39561644327112694,Stable
Site_833,-0.4070709666355513,Stable
Site_834,-0.49033504460531013,Stable
Site_835,-0.42662586612965925,Stable
Site_836,-0.5249936202229327,Falling
Site_837,-0.27696939706612433,Stable
Site_838,-0.401641823798689,Stable
Site_839,-0.347059689072899,Stable
Site_840,-0.37826349390555647,Stable
Site_841,-0.4815682329877951,Stable
Site_842,-0.41356287769582456,Stable
Site_843,-0.463246737657091,Stable
Site_844,-0.43751663728414586,Stable
Site_845,-0.3812752112565915,Stable
Site_846,-0.43798138525066915,Stable
Site_847,-0.4427844227636497,Stable
Site_848,-0.430263403416795,Stable
Site_849,-0.4028876831448768,Stable
Site_850,-0.40969183120231506,Stable
Site_851,-0.4048545598130826,Stable
Site_852,-0.3898556469443004,Stable
Site_853,-0.4522226030908176,Stable
Site_854,-0.4383959062359907,Stable
Site_855,-0.46053297082972333,Stable
Site_856,-0.488585093013603,Stable
Site_857,-0.3586079139103402,Stable
Site_858,-0.37383580901423286,Stable
Site_859,-0.49974211450183464,Stable
Site_860,-0.3790987245507883,Stable
Site_861,-0.5865430941855451,Falling
Site_862,-0.4501563823715078,Stable
Site_863,-0.4140079440310541,Stable
Site_864,-0.4251206563791409,Stable
Site_865,-0.45143452913554666,Stable
Site_866,-0.40823934541788076,Stable
Site_867,-0.3936396792772773,Stable
Site_868,-0.388564124922602,Stable
Site_869,-0.4401961291040685,Stable
Site_870,-0.45676542264594155,Stable
Site_871,-0.40788838237661457,Stable
Site_872,-0.4953630062785076,Stable
Site_873,-0.4818092053057669,Stable
Site_874,-0.44335976639964586,Stable
Site_875,-0.43867732958046574,Stable
Site_876,-0.4069650365182613,Stable
Site_877,-0.36276953640619025,Stable
Site_878,-0.3734163010201582,Stable
Site_879,-0.4128709939720132,Stable
Site_880,-0.4285930977924189,Stable
Site_881,-0.4191562722663145,Stable
Site_882,-0.4502201377454291,Stable
Site_883,-0.4486247916542813,Stable
Site_884,-0.4393077688751347,Stable
Site_885,-0.40822085912477196,Stable
Site_886,-0.4100175181262233,Stable
Site_887,-0.4565547064934987,Stable
Site_888,-0.42979098668238497,Stable
Site_889,-0.46112502072376005,Stable
Site_890,-0.41709363123351884,Stable
Site_891,-0.309474089828136,Stable
Site_892,-0.4507291613142834,Stable
Site_893,-0.3972024639531819,Stable
Site_894,-0.3901658045973444,Stable
Site_895,-0.4597100561536313,Stable
Site_896,-0.43859403748384285,Stable
Site_897,-0.4613825828668297,Stable
Site_898,-0.3634292712930287,Stable
Site_899,-0.42813231234965815,Stable
Site_900,-0.42794419814895845,Stable
Site_901,-0.3514992387549967,Stable
Site_902,-0.4472332168580434,Stable
Site_903,-0.5308972002890218,Falling
Site_904,-0.34582953681118556,Stable
Site_905,-0.33569772563029754,Stable
Site_906,-0.38962876050589096,Stable
Site_907,-0.4831925405586258,Stable
Site_908,-0.420699055119651,Stable
Site_909,-0.3125723347250202,Stable
Site_910,-0.366823631625743,Stable
Site_911,-0.40937715290583776,Stable
Site_912,-0.4422201111683334,Stable
Site_913,-0.4959953249560659,Stable
Site_914,-0.38229327168282523,Stable
Site_915,-0.408540318140881,Stable
Site_916,-0.4797882131688027,Stable
Site_917,-0.44059042805632165,Stable
Site_918,-0.4416301380871238,Stable
Site_919,-0.47602654042948417,Stable
Site_920,-0.44467875272253915,Stable
Site_921,-0.3778799283176932,Stable
Site_922,-0.4009787262720049,Stable
Site_923,-0.5065300967027947,Falling
Site_924,-0.45778690899104096,Stable
Site_925,-0.4104561559596582,Stable
Site_926,-0.3892196549276127,Stable
Site_927,-0.44446834094155935,Stable
Site_928,-0.3869076647181017,Stable
Site_929,-0.4691162622935132,Stable
Site_930,-0.4210771008905496,Stable
Site_931,-0.35169885832235004,Stable
Site_932,-0.4821669296959576,Stable
Site_933,-0.2827845290722229,Stable
Site_934,-0.451111845427389,Stable
Site_935,-0.4595051439405038,Stable
Site_936,-0.37562252373910116,Stable
Site_937,-0.40501669486797137,Stable
Site_938,-0.4311623261570188,Stable
Site_939,-0.4582553556082868,Stable
Site_940,-0.4233366398659558,Stable
Site_941,-0.3716005476154466,Stable
Site_942,-0.3991856463241726,Stable
Site_943,-0.33426143987303114,Stable
Site_944,-0.4356253042132627,Stable
Site_945,-0.3622003042448557,Stable
Site_946,-0.4612153266519078,Stable
Site_947,-0.41764517125169104,Stable
Site_948,-0.3742836355743891,Stable
Site_949,-0.4231934979681651,Stable
Site_950,-0.35081064173647725,Stable
Site_951,-0.31424491269411436,Stable
Site_952,-0.2837686935315208,Stable
Site_953,-0.46520461290405474,Stable
Site_954,-0.43337510963067805,Stable
Site_955,-0.4161221972200293,Stable
Site_956,-0.3867730496498347,Stable
Site_957,-0.33558653134269795,Stable
Site_958,-0.429882065245555,Stable
Site_959,-0.3551737903925135,Stable
Site_960,-0.43706641561819354,Stable
Site_961,-0.3216605537155754,Stable
Site_962,-0.46934327212576255,Stable
Site_963,-0.42468363215731486,Stable
Site_964,-0.34976638828173273,Stable
Site_965,-0.47480111636602546,Stable
Site_966,-0.4152375691796014,Stable
Site_967,-0.40129640778434955,Stable
Site_968,-0.3058570295879284,Stable
Site_969,-0.46044544474298843,Stable
Site_970,-0.4802011218080914,Stable
Site_971,-0.38235190083438075,Stable
Site_972,-0.36478277308322066,Stable
Site_973,-0.42610126583087005,Stable
Site_974,-0.3981125522525479,Stable
Site_975,-0.4252522302641919,Stable
Site_976,-0.452998148459866,Stable
Site_977,-0.4537733945198357,Stable
Site_978,-0.38542111527767375,Stable
Site_979,-0.4794632533192697,Stable
Site_980,-0.42504270755163365,Stable
Site_981,-0.4583587957015002,Stable
Site_982,-0.3618060280729929,Stable
Site_983,-0.48681589514946894,Stable
Site_984,-0.2870007720023632,Stable
Site_985,-0.37884502684923554,Stable
Site_986,-0.3962741051416451,Stable
Site_987,-0.47580564523575164,Stable
Site_988,-0.3504871695734431,Stable
Site_989,-0.35905443376155854,Stable
Site_990,-0.3566865917107194,Stable
Site_991,-0.39372546772586636,Stable
Site_992,-0.46935644235995544,Stable
Site_993,-0.3451093338885058,Stable
Site_994,-0.3348148649691962,Stable
Site_995,-0.41829148468709526,Stable
Site_996,-0.4011127458858896,Stable
Site_997,-0.38135215774678116,Stable
Site_998,-0.3334650213313332,Stable
Site_999,-0.45592560807839916,Stable
Site_1000,-0.2953877419942448,Stable
Site_1001,-0.4472519132370323,Stable
Site_1002,-0.44249715624697905,Stable
Site_1003,-0.42808638390286563,Stable
Site_1004,-0.4207278368872665,Stable
Site_1005,-0.4099177501066157,Stable
Site_1006,-0.4182622492099165,Stable
Site_1007,-0.37369847485232033,Stable
Site_1008,-0.4543669827236144,Stable
Site_1009,-0.45253567979868187,Stable
Site_1010,-0.3829182943050563,Stable
Site_1011,-0.46040840634668917,Stable
Site_1012,-0.41681790805070734,Stable
Site_1013,-0.45305414647542724,Stable
Site_1014,-0.3609614688547505,Stable
Site_1015,-0.36759448423277297,Stable
Site_1016,-0.4030676533532427,Stable
Site_1017,-0.44587809449555327,Stable
Site_1018,-0.41327762218205755,Stable
Site_1019,-0.44195162898837465,Stable
Site_1020,-0.48975682494395967,Stable
Site_1021,-0.5436161281422409,Falling
Site_1022,-0.44258605991491745,Stable
Site_1023,-0.330282565528451,Stable
Site_1024,-0.48734520466285436,Stable
Site_1025,-0.5067117203883592,Falling
Site_1026,-0.4484694609778149,Stable
Site_1027,-0.3900760871628242,Stable
Site_1028,-0.4236609106084531,Stable
Site_1029,-0.42758481268824483,Stable
Site_1030,-0.33193087984228375,Stable
Site_1031,-0.3590999363414738,Stable
Site_1032,-0.43443672174890435,Stable
Site_1033,-0.4949415018357415,Stable
Site_1034,-0.48987593921684847,Stable
Site_1035,-0.46365211547635987,Stable
Site_1036,-0.34875354140269227,Stable
Site_1037,-0.46632308552899576,Stable
Site_1038,-0.46178910413558105,Stable
Site_1039,-0.3509676157655554,Stable
Site_1040,-0.3868217281969394,Stable
Site_1041,-0.41007058759503817,Stable
Site_1042,-0.41593017048598846,Stable
Site_1043,-0.26567897166748655,Stable
Site_1044,-0.4679812093353943,Stable
Site_1045,-0.45582849144395676,Stable
Site_1046,-0.38928568138067243,Stable
Site_1047,-0.4511675346420404,Stable
Site_1048,-0.40670172865261445,Stable
Site_1049,-0.4404628787083777,Stable
Site_1050,-0.3871650268998201,Stable
Site_1051,-0.43296884464147456,Stable
Site_1052,-0.3945328354128646,Stable
Site_1053,-0.44051608232841355,Stable
Site_1054,-0.36371276006044095,Stable
Site_1055,-0.34988661373177077,Stable
Site_1056,-0.43498637985302063,Stable
Site_1057,-0.4031622983143835,Stable
Site_1058,-0.44061275980730913,Stable
Site_1059,-0.5014774853731103,Falling
Site_1060,-0.37787179191881753,Stable
Site_1061,-0.39745930661522266,Stable
Site_1062,-0.38498119667968617,Stable
Site_1063,-0.4230625151077958,Stable
Site_1064,-0.3848597524783218,Stable
Site_1065,-0.4116912920661923,Stable
Site_1066,-0.38268571339982843,Stable
Site_1067,-0.39016390306682996,Stable
Site_1068,-0.3811051309050301,Stable
Site_1069,-0.4310577926047237,Stable
Site_1070,-0.43518418015246335,Stable
Site_1071,-0.38708816457060663,Stable
Site_1072,-0.46149523193613484,Stable
Site_1073,-0.4484073071924086,Stable
Site_1074,-0.41507613525482884,Stable
Site_1075,-0.37909151012531683,Stable
Site_1076,-0.4398934668349632,Stable
Site_1077,-0.36052679987299646,Stable
Site_1078,-0.4524687573166764,Stable
Site_1079,-0.5142864628749144,Falling
Site_1080,-0.4480030424486548,Stable
Site_1081,-0.40884231598179194,Stable
Site_1082,-0.38235965566159746,Stable
Site_1083,-0.41526944655021963,Stable
Site_1084,-0.3662814758660957,Stable
Site_1085,-0.4812614259517031,Stable
Site_1086,-0.5136951982717182,Falling
Site_1087,-0.4686517636457854,Stable
Site_1088,-0.44349435109404783,Stable
Site_1089,-0.5296796468532027,Falling
Site_1090,-0.37750553816789084,Stable
Site_1091,-0.4782854611701182,Stable
Site_1092,-0.4945358810255306,Stable
Site_1093,-0.44335193120823474,Stable
Site_1094,-0.50560602503561,Falling
Site_1095,-0.4268582913688036,Stable
Site_1096,-0.41344551877917607,Stable
Site_1097,-0.39351321452930565,Stable
Site_1098,-0.4330698719109027,Stable
Site_1099,-0.21794647049370494,Stable
Site_1100,-0.4672648423785993,Stable
Site_1101,-0.4307255069587357,Stable
Site_1102,-0.3527664047342817,Stable
Site_1103,-0.36302749340950125,Stable
Site_1104,-0.481946050954674,Stable
Site_1105,-0.3848206891576489,Stable
Site_1106,-0.4340066746567391,Stable
Site_1107,-0.344442826895538,Stable
Site_1108,-0.4221311486509764,Stable
Site_1109,-0.4008541782414023,Stable
Site_1110,-0.4659012495048634,Stable
Site_1111,-0.4670007422613921,Stable
Site_1112,-0.27933883247923763,Stable
Site_1113,-0.39988361810935835,Stable
Site_1114,-0.34830144541624697,Stable
Site_1115,-0.3622601217738854,Stable
Site_1116,-0.3768826790507059,Stable
Site_1117,-0.37891007311239633,Stable
Site_1118,-0.4592852998089824,Stable
Site_1119,-0.37246312233195467,Stable
Site_1120,-0.46586889564424494,Stable
Site_1121,-0.3582482797635426,Stable
Site_1122,-0.5196453579243212,Falling
Site_1123,-0.3584199129788475,Stable
Site_1124,-0.40208144245490923,Stable
Site_1125,-0.42581316403277486,Stable
Site_1126,-0.31142895489861766,Stable
Site_1127,-0.3341748452515072,Stable
Site_1128,-0.4361711320465602,Stable
Site_1129,-0.3854706417618209,Stable
Site_1130,-0.46602842424183144,Stable
Site_1131,-0.39483213440940446,Stable
Site_1132,-0.42350857998384284,Stable
Site_1133,-0.36292701286963064,Stable
Site_1134,-0.41149758654333785,Stable
Site_1135,-0.3654434179203837,Stable
Site_1136,-0.4450233309244927,Stable
Site_1137,-0.44561536499894755,Stable
Site_1138,-0.4608600536857782,Stable
Site_1139,-0.42067664110619324,Stable
Site_1140,-0.36994866690371,Stable
Site_1141,-0.3706883844014742,Stable
Site_1142,-0.41554199186745505,Stable
Site_1143,-0.5034352169769606,Falling
Site_1144,-0.4658804902341236,Stable
Site_1145,-0.4163649628616532,Stable
Site_1146,-0.40632345317937324,Stable
Site_1147,-0.4368728195678531,Stable
Site_1148,-0.4040886537164372,Stable
Site_1149,-0.46982262612429493,Stable
Site_1150,-0.3328659139432529,Stable
Site_1151,-0.42555206270178075,Stable
Site_1152,-0.42691738751862274,Stable
Site_1153,-0.35304154448572317,Stable
Site_1154,-0.3890068075423012,Stable
Site_1155,-0.4048365076130335,Stable
Site_1156,-0.3990192399446594,Stable
Site_1157,-0.4374570538870202,Stable
Site_1158,-0.3831408404448969,Stable
Site_1159,-0.47766691134494876,Stable
Site_1160,-0.36341322503356954,Stable
Site_1161,-0.4463780172953263,Stable
Site_1162,-0.3713204265502515,Stable
Site_1163,-0.43030727972934196,Stable
Site_1164,-0.43024170761860225,Stable
Site_1165,-0.4326755672635469,Stable
Site_1166,-0.3109778061970675,Stable
Site_1167,-0.4604796855799028,Stable
Site_1168,-0.31305152166733996,Stable
Site_1169,-0.508261786641238,Falling
Site_1170,-0.3908264285524006,Stable
Site_1171,-0.40773449762258523,Stable
Site_1172,-0.4039525047680751,Stable
Site_1173,-0.36856252966199854,Stable
Site_1174,-0.316551362204569,Stable
Site_1175,-0.4041848059805273,Stable
Site_1176,-0.34454564748851774,Stable
Site_1177,-0.41688283977916607,Stable
Site_1178,-0.47810852455160924,Stable
Site_1179,-0.4139794084183294,Stable
Site_1180,-0.41727181634439436,Stable
Site_1181,-0.35534830279700236,Stable
Site_1182,-0.46392393751582084,Stable
Site_1183,-0.4128031393920313,Stable
Site_1184,-0.40507192657619445,Stable
Site_1185,-0.4073968136550629,Stable
Site_1186,-0.38800308611113427,Stable
Site_1187,-0.4601736170082905,Stable
Site_1188,-0.38356457863225013,Stable
Site_1189,-0.41337582341654117,Stable
Site_1190,-0.4201180037283326,Stable
Site_1191,-0.39851171039020095,Stable
Site_1192,-0.40393256116217885,Stable
Site_1193,-0.4444826520940253,Stable
Site_1194,-0.4055222387309845,Stable
Site_1195,-0.4803314225220439,Stable
Site_1196,-0.2527546892816836,Stable
Site_1197,-0.4351862942999861,Stable
Site_1198,-0.43423637890390876,Stable
Site_1199,-0.3588003374030598,Stable
Site_1200,-0.4775888289988243,Stable
Site_1201,-0.43036746870542003,Stable
Site_1202,-0.40694965974944647,Stable
Site_1203,-0.4288755405598012,Stable
Site_1204,-0.3968644427091957,Stable
Site_1205,-0.48345737977326625,Stable
Site_1206,-0.41948098659366384,Stable
Site_1207,-0.3824487232218893,Stable
Site_1208,-0.3979646346973007,Stable
Site_1209,-0.5372991313074204,Falling
Site_1210,-0.49499534457252387,Stable
Site_1211,-0.369888626000253,Stable
Site_1212,-0.462780689942228,Stable
Site_1213,-0.46098186553743364,Stable
Site_1214,-0.38802601584759683,Stable
Site_1215,-0.45535957213346956,Stable
Site_1216,-0.4643283281845703,Stable
Site_1217,-0.40806635360496124,Stable
Site_1218,-0.3379269805974318,Stable
Site_1219,-0.4917136111613285,Stable
Site_1220,-0.5017375723436315,Falling
Site_1221,-0.43482369870136495,Stable
Site_1222,-0.42951464589764593,Stable
Site_1223,-0.3665926200369595,Stable
Site_1224,-0.4447376451142811,Stable
Site_1225,-0.4854383239701044,Stable
Site_1226,-0.35137351943229206,Stable
Site_1227,-0.44165908058309417,Stable
Site_1228,-0.3945017211856281,Stable
Site_1229,-0.40956506018453365,Stable
Site_1230,-0.4136155567339307,Stable
Site_1231,-0.47996514219400693,Stable
Site_1232,-0.5279210621234754,Falling
Site_1233,-0.3914503058267791,Stable
Site_1234,-0.4629551491926115,Stable
Site_1235,-0.49627309394504343,Stable
Site_1236,-0.5320359607570079,Falling
Site_1237,-0.4825524898343043,Stable
Site_1238,-0.3329690654847607,Stable
Site_1239,-0.3391982274319108,Stable
Site_1240,-0.3858772598471361,Stable
Site_1241,-0.46273372751856884,Stable
Site_1242,-0.4963923600873004,Stable
Site_1243,-0.439202951200522,Stable
Site_1244,-0.4972392840374644,Stable
Site_1245,-0.3209370444711661,Stable
Site_1246,-0.4794602070737871,Stable
Site_1247,-0.35185471864308926,Stable
Site_1248,-0.41627266744537544,Stable
Site_1249,-0.457236090984956,Stable
Site_1250,-0.4835647311344408,Stable
Site_1251,-0.37775637060152417,Stable
Site_1252,-0.33249458775706353,Stable
Site_1253,-0.423604885383013,Stable
Site_1254,-0.5260694605981803,Falling
Site_1255,-0.5795273953272717,Falling
Site_1256,-0.426443164172023,Stable
Site_1257,-0.4226863961790166,Stable
Site_1258,-0.4327744272311713,Stable
Site_1259,-0.3892889585940237,Stable
Site_1260,-0.37985587158432454,Stable
Site_1261,-0.3399730520544831,Stable
Site_1262,-0.4579155644539641,Stable
Site_1263,-0.3844315828705982,Stable
Site_1264,-0.4939123049587222,Stable
Site_1265,-0.3847876847901897,Stable
Site_1266,-0.43858257451404614,Stable
Site_1267,-0.36020224184427757,Stable
Site_1268,-0.33995216306207326,Stable
Site_1269,-0.4720988144068288,Stable
Site_1270,-0.3590372016558926,Stable
Site_1271,-0.3635598586602591,Stable
Site_1272,-0.3763945704186252,Stable
Site_1273,-0.4722114786629828,Stable
Site_1274,-0.4996433330000965,Stable
Site_1275,-0.4455268372074329,Stable
Site_1276,-0.3809697166245464,Stable
Site_1277,-0.41494972872340175,Stable
Site_1278,-0.3945050578812501,Stable
Site_1279,-0.4113471125211925,Stable
Site_1280,-0.4322075376540615,Stable
Site_1281,-0.4681123010353755,Stable
Site_1282,-0.43785415039874587,Stable
Site_1283,-0.39165442831954717,Stable
Site_1284,-0.5038214434419375,Falling
Site_1285,-0.3984025796270163,Stable
Site_1286,-0.39962304578989144,Stable
Site_1287,-0.42048355571646656,Stable
Site_1288,-0.41795243642695,Stable
Site_1289,-0.4730218577920063,Stable
Site_1290,-0.5120811690899908,Falling
Site_1291,-0.3917516063344604,Stable
Site_1292,-0.46526621995986084,Stable
Site_1293,-0.42614925716913,Stable
Site_1294,-0.42656329217248584,Stable
Site_1295,-0.4566712953060628,Stable
Site_1296,-0.4697558567771099,Stable
Site_1297,-0.46884261972059843,Stable
Site_1298,-0.39444830051909935,Stable
Site_1299,-0.3976583743907765,Stable
Site_1300,-0.40001037963534664,Stable
Site_1301,-0.46841720527558284,Stable
Site_1302,-0.39161424622829194,Stable
Site_1303,-0.49930511306031655,Stable
Site_1304,-0.38544064693796687,Stable
Site_1305,-0.4200669800655812,Stable
Site_1306,-0.4316267374800478,Stable
Site_1307,-0.3726026086086292,Stable
Site_1308,-0.43114137894802507,Stable
Site_1309,-0.4366230464226269,Stable
Site_1310,-0.4430072542912602,Stable
Site_1311,-0.4064619636956396,Stable
Site_1312,-0.4388813210858764,Stable
Site_1313,-0.37831065122825175,Stable
Site_1314,-0.39270270567859844,Stable
Site_1315,-0.39719796672285473,Stable
Site_1316,-0.3815822733065395,Stable
Site_1317,-0.4766307658137548,Stable
Site_1318,-0.4918561791198088,Stable
Site_1319,-0.4073848507819812,Stable
Site_1320,-0.4716281840351739,Stable
Site_1321,-0.43761030015701846,Stable
Site_1322,-0.3814113760247128,Stable
Site_1323,-0.3543582129030765,Stable
Site_1324,-0.4308228811381256,Stable
Site_1325,-0.4797947372217948,Stable
Site_1326,-0.40733266152248315,Stable
Site_1327,-0.4427407552713729,Stable
Site_1328,-0.3654751250706684,Stable
Site_1329,-0.3771534696444873,Stable
Site_1330,-0.39779534406620287,Stable
Site_1331,-0.38183792822398765,Stable
Site_1332,-0.3811922374527814,Stable
Site_1333,-0.46862534028221026,Stable
Site_1334,-0.3740067822307458,Stable
Site_1335,-0.415305712311389,Stable
Site_1336,-0.38767156930365115,Stable
Site_1337,-0.45248251541154955,Stable
Site_1338,-0.49760963572875744,Stable
Site_1339,-0.4316631778908473,Stable
Site_1340,-0.43047261985971597,Stable
Site_1341,-0.43767525846255234,Stable
Site_1342,-0.4406306126788008,Stable
Site_1343,-0.48662181311721847,Stable
Site_1344,-0.4219131212562574,Stable
Site_1345,-0.48602505907082333,Stable
Site_1346,-0.41520178307233224,Stable
Site_1347,-0.4442085906147092,Stable
Site_1348,-0.40922586574999037,Stable
Site_1349,-0.43700472503432886,Stable
Site_1350,-0.44311953254614833,Stable
Site_1351,-0.39741384959626724,Stable
Site_1352,-0.4828064020513627,Stable
Site_1353,-0.39768120161537895,Stable
Site_1354,-0.4749331300394278,Stable
Site_1355,-0.3947310647430635,Stable
Site_1356,-0.3179875960731583,Stable
Site_1357,-0.390147761889176,Stable
Site_1358,-0.42354342766525704,Stable
Site_1359,-0.3269538722246904,Stable
Site_1360,-0.545383597227387,Falling
Site_1361,-0.4654198098342809,Stable
Site_1362,-0.4975785544065194,Stable
Site_1363,-0.4929259086530865,Stable
Site_1364,-0.38540936312332236,Stable
Site_1365,-0.4404660654328784,Stable
Site_1366,-0.39074187847163344,Stable
Site_1367,-0.46294406652881054,Stable
Site_1368,-0.45340006049451226,Stable
Site_1369,-0.4115553171348062,Stable
Site_1370,-0.3666331235848927,Stable
Site_1371,-0.4346703853557389,Stable
Site_1372,-0.3740538642516371,Stable
Site_1373,-0.4197175395144632,Stable
Site_1374,-0.32249722901765493,Stable
Site_1375,-0.39603177928830213,Stable
Site_1376,-0.4185168461044329,Stable
Site_1377,-0.40315131120172565,Stable
Site_1378,-0.4350676742351834,Stable
Site_1379,-0.37470754524753086,Stable
Site_1380,-0.4586091592387194,Stable
Site_1381,-0.48556759766778873,Stable
Site_1382,-0.3277517107446004,Stable
Site_1383,-0.4189856154440755,Stable
Site_1384,-0.43626322686875857,Stable
Site_1385,-0.3666136919052836,Stable
Site_1386,-0.4049153328532227,Stable
Site_1387,-0.3968861549599255,Stable
Site_1388,-0.39058979653309894,Stable
Site_1389,-0.44089112298509203,Stable
Site_1390,-0.5101846927112332,Falling
Site_1391,-0.4109512303313352,Stable
Site_1392,-0.434265096127036,Stable
Site_1393,-0.3947448734612553,Stable
Site_1394,-0.45562259144749234,Stable
Site_1395,-0.3975734066693505,Stable
Site_1396,-0.49969690110647097,Stable
Site_1397,-0.4689611619521482,Stable
Site_1398,-0.4697426776839603,Stable
Site_1399,-0.49937184064348666,Stable
Site_1400,-0.4002830413857072,Stable
Site_1401,-0.3891316517181844,Stable
Site_1402,-0.42123433309747066,Stable
Site_1403,-0.45059863849152987,Stable
Site_1404,-0.3850559549859298,Stable
Site_1405,-0.3599429914207366,Stable
Site_1406,-0.3873642699579305,Stable
Site_1407,-0.40183315446502194,Stable
Site_1408,-0.4485531150296493,Stable
Site_1409,-0.4860920714088924,Stable
Site_1410,-0.46532084229242554,Stable
Site_1411,-0.3851345315401095,Stable
Site_1412,-0.45286521724265694,Stable
Site_1413,-0.44668519577856725,Stable
Site_1414,-0.36573242523915556,Stable
Site_1415,-0.45283487881459017,Stable
Site_1416,-0.4777259018190997,Stable
Site_1417,-0.4691714889394327,Stable
Site_1418,-0.45723217212367134,Stable
Site_1419,-0.4455254235571398,Stable
Site_1420,-0.3718672396359204,Stable
Site_1421,-0.3958913286413695,Stable
Site_1422,-0.36404325491389483,Stable
Site_1423,-0.38194233838253433,Stable
Site_1424,-0.48907374710969054,Stable
Site_1425,-0.45515382210786454,Stable
Site_1426,-0.42101624875177845,Stable
Site_1427,-0.39462097973430216,Stable
Site_1428,-0.43907961053115513,Stable
Site_1429,-0.4237320436674856,Stable
Site_1430,-0.439053152364162,Stable
Site_1431,-0.43995807773938334,Stable
Site_1432,-0.3890497973177483,Stable
Site_1433,-0.40479184790803857,Stable
Site_1434,-0.4013074626052969,Stable
Site_1435,-0.3930721518490577,Stable
Site_1436,-0.42087721365355746,Stable
Site_1437,-0.38398216927602696,Stable
Site_1438,-0.42685130411460775,Stable
Site_1439,-0.36115160924525186,Stable
Site_1440,-0.3643780546299308,Stable
Site_1441,-0.45683463772204475,Stable
Site_1442,-0.3754208235620263,Stable
Site_1443,-0.3828908008955681,Stable
Site_1444,-0.26701199134851006,Stable
Site_1445,-0.4280935129018446,Stable
Site_1446,-0.4202541545751766,Stable
Site_1447,-0.39817976581749365,Stable
Site_1448,-0.40099738531653845,Stable
Site_1449,-0.33437347766819264,Stable
Site_1450,-0.37372968209958995,Stable
Site_1451,-0.3824237521087603,Stable
Site_1452,-0.33487726617504937,Stable
