AgencyCd,SiteNo,AgencyNm,SiteName,DecLatVa,DecLongVa,HorzDatum,HorzMethod,HorzAcy,AltVa,AltUnits,AltUnitsNm,AltDatumCd,AltMethod,AltAcy,WellDepthUnits,WellDepthUnitsNm,NatAquiferCd,NatAqfrDesc,CountryCd,CountryNm,StateCd,StateNm,CountyCd,CountyNm,LocalAquiferName,SiteType,AquiferType,QwSnFlag,QwSnDesc,QwBaselineFlag,QwBaselineDesc,WlSysName,WlSnFlag,WlSnDesc,WlBaselineFlag,WlBaselineDesc,WlWellChars,WlWellCharsDesc,WlWellType,WlWellTypeDesc,WlWellPurpose,WlWellPurposeDesc,Link,WellDepth,QwSysName,QwWellChars,QwWellCharsDesc,QwWellType,QwWellTypeDesc,QwWellPurpose,QwWellPurposeDesc,WlWellPurposeNotes,Column1
TWDB,2302901.0,Texas Water Development Board,TWDB:2302901,33.91,-101.765834,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3335.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2302901&Type=GWDB,,,,,,,,,,
TWDB,2303103.0,Texas Water Development Board,TWDB:2303103,33.98,-101.720833,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3336.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2303103&Type=GWDB,,,,,,,,,,
TWDB,1151306.0,Texas Water Development Board,1151306,34.21,-101.658056,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3366.0,1,Feet,NAVD88,Digital Elevation Model -DEM,3m,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1151306&Type=GWDB,,,,,,,,,,
TWDB,2303201.0,Texas Water Development Board,TWDB:2303201,33.98,-101.676944,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3317.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,1,Yes,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2303201&Type=GWDB,,,,,,,,,,
TWDB,2311103.0,Texas Water Development Board,TWDB:2311103,33.84,-101.726111,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3306.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2311103&Type=GWDB,,,,,,,,,,
TWDB,1048804.0,Texas Water Development Board,1048804,34.26,-102.061945,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3607.0,1,Feet,NAVD88,Global Positioning System-GPS,10m,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1048804&Type=GWDB,,,,,,,,,,
TWDB,2302703.0,Texas Water Development Board,2302703,33.875833,-101.846389,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3358.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2302703&Type=GWDB,,,,,,,,,,
TWDB,2408902.0,Texas Water Development Board,TWDB:2408902,33.89,-102.013056,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3418.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2408902&Type=GWDB,,,,,,,,,,
TWDB,2302205.0,Texas Water Development Board,2302205,33.9925,-101.817222,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3379.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2302205&Type=GWDB,,,,,,,,,,
TWDB,1141506.0,Texas Water Development Board,TWDB:1141506,34.31,-101.929722,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3532.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1141506&Type=GWDB,,,,,,,,,,
TWDB,1141602.0,Texas Water Development Board,TWDB:1141602,34.3,-101.883055,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3499.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1141602&Type=GWDB,,,,,,,,,,
TWDB,2301404.0,Texas Water Development Board,2301404,33.948611,-101.962223,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3454.0,1,Feet,NAVD88,Global Positioning System-GPS,10M,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2301404&Type=GWDB,,,,,,,,,,
TWDB,1158103.0,Texas Water Development Board,TWDB:1158103,34.11,-101.853056,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3438.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1158103&Type=GWDB,,,,,,,,,,
TWDB,1158417.0,Texas Water Development Board,TWDB:1158417,34.08,-101.858056,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3442.0,1,Feet,NAVD88,Digital Elevation Model -DEM,3m,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1158417&Type=GWDB,,,,,,,,,,
TWDB,2301901.0,Texas Water Development Board,TWDB:2301901,33.88,-101.888611,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3376.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2301901&Type=GWDB,,,,,,,,,,
TWDB,2310112.0,Texas Water Development Board,2310112,33.846945,-101.866944,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3357.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2310112&Type=GWDB,,,,,,,,,,
TWDB,2408301.0,Texas Water Development Board,TWDB:2408301,33.99,-102.014723,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3461.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2408301&Type=GWDB,,,,,,,,,,
TWDB,2408602.0,Texas Water Development Board,TWDB:2408602,33.94,-102.010556,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3462.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2408602&Type=GWDB,,,,,,,,,,
TWDB,2408803.0,Texas Water Development Board,TWDB:2408803,33.88,-102.0491667,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3457.0,1,Feet,NAVD88,Digital Elevation Model -DEM,3m,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2408803&Type=GWDB,,,,,,,,,,
TWDB,1157303.0,Texas Water Development Board,1157303,34.115556,-101.888056,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3465.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1157303&Type=GWDB,,,,,,,,,,
TWDB,1152714.0,Texas Water Development Board,1152714,34.166389,-101.598611,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3322.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1152714&Type=GWDB,,,,,,,,,,
TWDB,1152105.0,Texas Water Development Board,1152105,34.213056,-101.589445,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3333.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1152105&Type=GWDB,,,,,,,,,,
TWDB,2303903.0,Texas Water Development Board,2303903,33.898334,-101.660278,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3281.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2303903&Type=GWDB,,,,,,,,,,
TWDB,2303802.0,Texas Water Development Board,2303802,33.879167,-101.700278,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3292.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2303802&Type=GWDB,,,,,,,,,,
TWDB,2302602.0,Texas Water Development Board,2302602,33.926111,-101.785834,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3356.0,1,Feet,NAVD88,Global Positioning System-GPS,10M,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2302602&Type=GWDB,,,,,,,,,,
TWDB,2302601.0,Texas Water Development Board,2302601,33.934167,-101.763056,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3342.0,1,Feet,NAVD88,Global Positioning System-GPS,10M,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2302601&Type=GWDB,,,,,,,,,,
TWDB,1160204.0,Texas Water Development Board,Plainview SE Quad (north),34.0925,-101.578055,NAD83,GPS,+/- 0.5 Seconds,3293.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2461502&Type=GWDB,,,,,,,,,,
TWDB,2301704.0,Texas Water Development Board,2301704,33.913889,-101.995,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3453.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2301704&Type=GWDB,,,,,,,,,,
TWDB,1159202.0,Texas Water Development Board,Happy Union Quad,34.118889,-101.676111,NAD83,GPS,+/- 0.5 Seconds,3342.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1159202&Type=GWDB,,,,,,,,,,
TWDB,1157202.0,Texas Water Development Board,Hale Center SW Quad,34.108056,-101.945834,NAD83,GPS,+/- 0.5 Seconds,3485.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1157202&Type=GWDB,,,,,,,,,,
TWDB,2310203.0,Texas Water Development Board,2310203,33.837222,-101.794722,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3336.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2310203&Type=GWDB,,,,,,,,,,
TWDB,2309201.0,Texas Water Development Board,Abernathy SW Quad,33.839167,-101.920833,NAD83,GPS,+/- 0.5 Seconds,3314.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2309201&Type=GWDB,,,,,,,,,,
TWDB,1159306.0,Texas Water Development Board,1159306,34.093611,-101.646945,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3326.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1159306&Type=GWDB,,,,,,,,,,
TWDB,2416208.0,Texas Water Development Board,2416208,33.838889,-102.08,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3437.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2416208&Type=GWDB,,,,,,,,,,
TWDB,1157702.0,Texas Water Development Board,1157702,34.028611,-101.985556,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3473.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1157702&Type=GWDB,,,,,,,,,,
TWDB,1149317.0,Texas Water Development Board,1149317,34.229167,-101.900001,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3501.0,1,Feet,NAVD88,Digital Elevation Model -DEM,3M,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1149317&Type=GWDB,,,,,,,,,,
TWDB,2304405.0,Texas Water Development Board,2304405,33.934445,-101.623333,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3275.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2304405&Type=GWDB,,,,,,,,,,
TWDB,1158205.0,Texas Water Development Board,Hale Center Quad,34.109167,-101.796667,NAD83,GPS,+/- 0.5 Seconds,3407.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1158205&Type=GWDB,,,,,,,,,,
TWDB,2301308.0,Texas Water Development Board,2301308,33.98,-101.905556,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3438.0,1,Feet,NAVD88,Digital Elevation Model -DEM,3m,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2301308&Type=GWDB,,,,,,,,,,
TWDB,2301203.0,Texas Water Development Board,2301203,33.96,-101.948889,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3458.0,1,Feet,NAVD88,Global Positioning System-GPS,10m,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (121OGLL),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,1,Dedicated Monitoring/Observation,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2301203&Type=GWDB,,,,,,,,,,
TWDB,2304701.0,Texas Water Development Board,Byrd Farms,33.886111,-101.606667,NAD83,GPS,+/- 0.5 Seconds,3253.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2304701&Type=GWDB,,,,,,,,,,
TWDB,2303304.0,Texas Water Development Board,Julia Lake Quad (NE),33.969444,-101.635556,NAD83,GPS,+/- 0.5 Seconds,3301.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2303304&Type=GWDB,,,,,,,,,,
TWDB,2301401.0,Texas Water Development Board,Cotton Center Quad,33.929722,-101.969722,NAD83,GPS,+/- 0.5 Seconds,3442.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2301401&Type=GWDB,,,,,,,,,,
TWDB,1151403.0,Texas Water Development Board,City of Plainview Recorder,34.192221,-101.727221,NAD83,GPS,+/- 0.5 Seconds - GPS,3387.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,2,Trend,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1151403&Type=GWDB,,,,,,,,,,
TWDB,1064204.0,Texas Water Development Board,1064204,34.113056,-102.049167,NAD83,Global Positioning System - GPS,+/- 0.5 Seconds - GPS,3516.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation (Ogallala),WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,1,Background,1,Surveillance,2,Other,https://www3.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=1064204&Type=GWDB,,,,,,,,,,
TWDB,2408501.0,Texas Water Development Board,Anton NE Quad,33.943056,-102.054445,NAD83,GPS,+/- 0.5 Seconds,3472.0,1,Feet,NAVD88,Interpolated From Topo Map,Unknown,1.0,Feet,N100HGHPLN,High Plains aquifer,US,United States of America,48,Texas,189,Hale County,Ogallala Formation,WELL,UNCONFINED,0,No,0,No,TWDB GWDB,1,Yes,1,Yes,3,Known Changes,1,Surveillance,1,Dedicated Monitoring/Observation,http://www2.twdb.texas.gov/apps/waterdatainteractive//GetReports.aspx?Num=2408501&Type=GWDB,,,,,,,,,,
